time,V
0.0,96.34937540653608
1.0,141.02306822741753
2.0,185.2173856090116
3.0,228.92794035565228
4.0,272.1865617476607
5.0,315.0576328912925
6.0,357.6244251904563
7.0,399.96867237157664
8.0,442.16944978158836
9.0,484.3343663291249
10.0,526.5829048574541
11.0,568.8159751482683
12.0,609.4581215614418
13.0,641.5338005639907
14.0,670.8180631826848
15.0,697.6234829365684
16.0,722.3424693206272
17.0,745.2771485055205
18.0,766.5146643513953
19.0,786.2501720863357
20.0,805.0240196297248
21.0,822.7165569520633
22.0,838.9309541411682
23.0,853.5152281447629
24.0,866.385905131542
25.0,877.4494301140343
26.0,887.0717858290704
27.0,896.024020875851
28.0,904.8940340437584
29.0,914.0617741069734
30.0,923.5231001419646
31.0,932.9516258586106
32.0,941.7344936256393
33.0,949.5788008363328
34.0,956.2171269511996
35.0,961.8071072475498
36.0,966.6332358736088
37.0,971.023452629715
38.0,975.2322424292474
39.0,979.5799525761634
40.0,984.373711192417
41.0,989.4310979774882
42.0,994.3232322555674
43.0,998.3364092808946
44.0,1000.9537538144714
45.0,1001.8297979786726
46.0,1001.0100714115579
47.0,998.961370251125
48.0,996.3709816032934
49.0,993.910377589172
50.0,991.8460910136432
51.0,990.1778546012692
52.0,988.7474895089614
53.0,987.3626873857686
54.0,986.2052794433099
55.0,985.6971938511757
56.0,986.3882329355473
57.0,988.6450707714464
58.0,991.9844405072662
59.0,995.6283681272575
60.0,999.074260050535
61.0,1002.3372888980188
62.0,1005.5816896112518
63.0,1008.8293310285703
64.0,1012.1201491977939
65.0,1015.3268665273459
66.0,1018.3085180726564
67.0,1020.960806466841
68.0,1022.9178715161468
69.0,1023.754780671955
70.0,1022.9180990136806
71.0,1020.3381086163508
72.0,1016.3016794581665
73.0,1011.398232836891
74.0,1005.6283884164452
75.0,998.5703337074801
76.0,990.3104620140624
77.0,980.7407140907411
78.0,968.596718763154
79.0,952.2528418012098
80.0,930.7283923962203
81.0,904.3796409409393
82.0,874.437446932557
83.0,842.1152449022791
84.0,807.825156084503
85.0,771.1407322369615
86.0,731.454964757802
87.0,688.450042571025
88.0,642.4931998399248
89.0,594.2560133035427
90.0,543.9424655381814
91.0,493.36279707004826
92.0,446.6216378789075
93.0,407.40458985005654
94.0,380.1277751011845
95.0,365.9470379838567
96.0,361.50904610379405
97.0,362.7899094771174
98.0,366.6855535934529
99.0,370.9488228416443
100.0,375.8622659005075
101.0,382.1913504135443
102.0,391.3765362795742
103.0,405.1770424901585
104.0,425.6873463531838
105.0,454.3251593134793
106.0,489.41319603605615
107.0,527.0996387536235
108.0,564.6269956563331
109.0,600.6370147647945
110.0,634.2952179064442
111.0,665.5946909136551
112.0,694.9225678707812
113.0,722.4507631658734
114.0,748.1821597442607
115.0,772.2322914219743
116.0,794.3131099756367
117.0,814.3426228737944
118.0,832.3232172404048
119.0,848.0151633848074
120.0,861.567554354943
121.0,873.5472833182495
122.0,884.7054923803463
123.0,895.5724066031192
124.0,906.2250640720473
125.0,916.295786032352
126.0,925.4378833044598
127.0,933.6033288308322
128.0,940.8483594801276
129.0,947.2101325594289
130.0,952.8152686765768
131.0,958.0243073929894
132.0,963.1543263311667
133.0,968.2590381621104
134.0,973.2000245907308
135.0,977.6291983606139
136.0,981.2032279593013
137.0,983.7102013302884
138.0,985.1622080865702
139.0,985.9740391758257
140.0,986.4050680396795
141.0,986.6824419799881
142.0,987.0835151500844
143.0,987.7813828074429
144.0,988.6776975249021
145.0,989.7801385590896
146.0,990.9505862070299
147.0,991.8969348561129
148.0,992.600631015417
149.0,993.0106014249945
150.0,993.0324858105447
151.0,993.026402778762
152.0,993.5267735176112
153.0,994.6973087210571
154.0,996.3050812512648
155.0,997.9969481276369
156.0,999.4882417722741
157.0,1000.3300535202351
158.0,1000.6659922647156
159.0,1000.9876320712642
160.0,1001.5556710356987
161.0,1002.2187440741964
162.0,1002.4348474814558
163.0,1001.787683336818
164.0,1000.3087217718161
165.0,998.265340546484
166.0,995.911374054309
167.0,993.7548234027672
168.0,992.1082711729852
169.0,991.0595060770829
170.0,990.6304902277253
171.0,990.7257673621834
172.0,991.4043623626503
173.0,992.6360938314263
174.0,993.3807398890896
175.0,992.0520202439465
176.0,987.5607295023633
177.0,978.011571438667
178.0,961.9601203498211
179.0,939.6737452414435
180.0,912.925597555588
181.0,883.4221559666822
182.0,851.8330702642327
183.0,817.823434944161
184.0,781.3955003970539
185.0,742.5499307766269
186.0,700.7245783514043
187.0,655.3975378382243
188.0,607.149903238431
189.0,557.7926186962785
190.0,510.05702434948705
191.0,466.9711443963734
192.0,429.38986284543455
193.0,397.2981147164488
194.0,372.102628221753
195.0,355.19830316583125
196.0,345.8386226527954
197.0,341.39521439060627
198.0,341.1978415544474
199.0,345.96307753004095
200.0,355.7144780898774
201.0,369.852906538777
202.0,387.53547371559375
203.0,408.2128468009959
204.0,432.6551242261247
205.0,462.0197736036854
206.0,495.3537612309323
207.0,530.2789737071189
208.0,564.7931391963789
209.0,598.1910363054442
