time,V
0.0,3.5
1.0,14.384158415841584
2.0,44.64
3.0,91.9
4.0,143.0
5.0,188.0943396226415
6.0,228.0
7.0,261.6521739130435
8.0,292.38235294117646
9.0,318.25
10.0,341.7464788732394
11.0,362.0
12.0,380.2857142857143
13.0,395.57142857142856
14.0,408.42857142857144
15.0,421.0
16.0,431.6666666666667
17.0,440.7142857142857
18.0,447.85714285714283
19.0,455.0
20.0,461.2857142857143
21.0,466.42857142857144
22.0,471.2857142857143
23.0,475.57142857142856
24.0,478.85714285714283
25.0,482.42857142857144
26.0,484.3333333333333
27.0,487.42857142857144
28.0,489.14285714285717
29.0,491.14285714285717
30.0,493.0
31.0,494.0
32.0,495.0
33.0,496.0
34.0,497.0
35.0,495.2
36.0,492.0
37.0,488.0
38.0,483.375
39.0,477.125
40.0,470.25
41.0,462.75
42.0,454.25
43.0,445.5
44.0,436.5
45.0,427.0
46.0,417.0
47.0,407.0
48.0,397.0
49.0,385.8333333333333
50.0,374.58333333333337
51.0,363.5
52.0,351.8095238095238
53.0,339.9047619047619
54.0,328.0
55.0,316.6363636363636
56.0,305.2727272727273
57.0,293.4761904761905
58.0,281.57142857142856
59.0,269.3333333333333
60.0,256.9523809523809
61.0,244.9090909090909
62.0,233.0909090909091
63.0,221.04761904761907
64.0,208.66666666666669
65.0,196.2857142857143
66.0,183.9047619047619
67.0,171.5096774193548
68.0,159.058064516129
69.0,146.60645161290321
70.0,134.1548387096774
71.0,121.7032258064516
72.0,109.2516129032258
73.0,96.8
74.0,85.6714285714286
75.0,74.7
76.0,66.00000000000003
77.0,58.34285714285711
78.0,51.25714285714288
79.0,45.457142857142834
80.0,40.25714285714285
81.0,35.68571428571429
82.0,31.683333333333355
83.0,28.028571428571436
84.0,25.02857142857144
85.0,22.37142857142856
86.0,20.0
87.0,17.950000000000003
88.0,16.1
89.0,14.571428571428577
90.0,13.228571428571422
91.0,11.971428571428568
92.0,10.899999999999995
93.0,9.96
94.0,9.174000000000005
95.0,8.455
96.0,7.85
97.0,7.3100000000000005
98.0,6.82
99.0,6.41
100.0,6.11
101.0,9.29
102.0,37.4
103.0,93.6
104.0,147.0
105.0,193.0
106.0,214.0
107.0,252.0
108.0,294.0
109.0,329.0
110.0,345.0
111.0,371.0
112.0,382.0
113.0,393.0
114.0,412.0
115.0,420.0
116.0,427.0
117.0,440.0
118.0,451.0
119.0,455.0
120.0,464.0
121.0,467.0
122.0,473.0
123.0,476.0
124.0,481.0
125.0,483.0
126.0,484.0
127.0,488.0
128.0,489.0
129.0,492.0
130.0,493.0
131.0,495.0
132.0,495.0
133.0,497.0
134.0,496.0
135.0,495.0
136.0,493.0
137.0,488.0
138.0,481.0
139.0,477.0
140.0,472.0
141.0,460.0
142.0,454.0
143.0,447.0
144.0,436.0
145.0,425.0
146.0,413.0
147.0,407.0
148.0,401.0
149.0,389.0
150.0,376.0
151.0,363.0
152.0,351.5
153.0,340.0
154.0,328.0
155.0,316.0
156.0,304.0
157.0,292.0
158.0,280.0
159.0,268.0
160.0,256.0
161.0,244.0
162.0,231.5
163.0,219.0
164.0,206.5
165.0,194.0
166.0,181.85
167.0,169.7
168.0,157.55
169.0,145.4
170.0,133.25
171.0,121.1
172.0,108.95
173.0,96.8
174.0,81.5
175.0,74.6
176.0,62.7
177.0,57.6
178.0,48.8
179.0,44.8
180.0,37.8
181.0,34.8
182.0,32.0
183.0,27.4
184.0,25.3
185.0,21.6
186.0,20.0
187.0,17.3
188.0,16.1
189.0,14.0
190.0,13.0
191.0,12.2
192.0,10.8
193.0,9.67
194.0,9.18
195.0,8.31
196.0,7.59
197.0,7.28
198.0,6.82
199.0,6.6
200.0,8.23
201.0,15.6
202.0,61.2
203.0,70.5
204.0,147.0
205.0,193.0
206.0,234.0
207.0,273.0
208.0,294.0
209.0,312.0
210.0,345.0
211.0,371.0
212.0,382.0
213.0,393.0
214.0,412.0
215.0,420.0
216.0,434.0
217.0,440.0
218.0,445.0
219.0,455.0
220.0,464.0
221.0,467.0
222.0,473.0
223.0,476.0
224.0,481.0
225.0,483.0
226.0,484.0
227.0,488.0
228.0,489.0
229.0,492.0
230.0,493.0
231.0,495.0
232.0,495.0
233.0,497.0
234.0,496.0
235.0,494.0
236.0,493.0
237.0,490.0
238.0,481.0
239.0,477.0
240.0,472.0
241.0,460.0
242.0,454.0
243.0,447.0
244.0,436.0
245.0,425.0
246.0,413.0
247.0,407.0
248.0,401.0
249.0,389.0
250.0,376.0
251.0,363.0
252.0,351.5
253.0,340.0
254.0,328.0
255.0,316.0
256.0,304.0
257.0,292.0
258.0,280.0
259.0,268.0
260.0,256.0
261.0,244.0
262.0,231.5
263.0,219.0
264.0,206.5
265.0,194.0
266.0,180.0
267.0,166.0
268.0,159.0
269.0,152.0
270.0,139.0
271.0,125.0
272.0,111.0
273.0,96.8
274.0,81.4
275.0,74.5
276.0,68.3
277.0,57.4
278.0,48.6
279.0,44.7
280.0,41.0
281.0,34.7
282.0,31.9
283.0,27.3
284.0,25.2
285.0,23.3
286.0,19.9
287.0,17.2
288.0,16.0
289.0,13.9
290.0,13.0
291.0,11.4
292.0,10.7
293.0,9.92
294.0,8.89
295.0,8.43
296.0,7.6
297.0,7.24
298.0,6.91
299.0,6.34
300.0,8.33
301.0,12.2
302.0,61.7
303.0,93.8
304.0,122.0
305.0,195.0
306.0,236.0
307.0,276.0
