time,V
0.0,3.5
1.0,9.636
2.0,27.119999999999997
3.0,54.8
4.0,91.81224489795918
5.0,137.0
6.0,189.75
7.0,250.0
8.0,315.33333333333337
9.0,379.7011494252873
10.0,440.0
11.0,495.0
12.0,542.7777777777777
13.0,586.3333333333333
14.0,627.875
15.0,660.8
16.0,694.0
17.0,723.7777777777778
18.0,751.1111111111111
19.0,775.6666666666666
20.0,796.6
21.0,815.5555555555555
22.0,833.3333333333334
23.0,850.0
24.0,865.1111111111111
25.0,878.6666666666666
26.0,891.0
27.0,901.0
28.0,910.0
29.0,919.5555555555555
30.0,927.3333333333334
31.0,935.1111111111111
32.0,941.7777777777778
33.0,947.0
34.0,952.3333333333334
35.0,957.1111111111111
36.0,962.4444444444445
37.0,966.0
38.0,970.3333333333334
39.0,973.4
40.0,975.6666666666666
41.0,978.6666666666666
42.0,980.8888888888889
43.0,983.1111111111111
44.0,985.3333333333334
45.0,986.7777777777778
46.0,988.6
47.0,989.8888888888889
48.0,991.0
49.0,992.1111111111111
50.0,993.2222222222222
51.0,994.3333333333334
52.0,995.4
53.0,996.4444444444445
54.0,997.0
55.0,997.6666666666666
56.0,998.0
57.0,998.8888888888889
58.0,999.0
59.0,1000.0
60.0,1000.0
61.0,1000.0
62.0,1000.0
63.0,1000.0
64.0,1000.0
65.0,1000.0
66.0,1000.0
67.0,1000.0
68.0,1000.0
69.0,1000.0
70.0,1000.0
71.0,1000.0
72.0,1000.0
73.0,1000.0
74.0,1000.0
75.0,1000.0
76.0,1000.0
77.0,1000.0
78.0,1000.0
79.0,1000.0
80.0,1000.0
81.0,1000.0
82.0,1000.0
83.0,1000.0
84.0,1000.0
85.0,1000.0
86.0,1000.0
87.0,1000.0
88.0,1000.0
89.0,996.6666666666666
90.0,980.4000000000001
91.0,952.4000000000001
92.0,913.8000000000002
93.0,869.5999999999999
94.0,819.0000000000003
95.0,756.3333333333336
96.0,692.0
97.0,626.4999999999998
98.0,567.0
99.0,513.5999999999997
100.0,444.0
101.0,405.0
102.0,369.0
103.0,337.0
104.0,308.0
105.0,282.0
106.0,258.0
107.0,236.0
108.0,215.0
109.0,196.0
110.0,179.0
111.0,150.0
112.0,138.0
113.0,126.0
114.0,115.0
115.0,105.0
116.0,96.2
117.0,88.1
118.0,80.9
119.0,74.3
120.0,68.1
121.0,62.4
122.0,52.4
123.0,48.1
124.0,44.3
125.0,40.8
126.0,37.6
127.0,34.5
128.0,31.8
129.0,29.3
130.0,27.0
131.0,25.0
132.0,21.5
133.0,19.9
134.0,18.4
135.0,17.1
136.0,15.9
137.0,14.8
138.0,13.9
139.0,13.0
140.0,12.1
141.0,11.4
142.0,10.7
143.0,9.48
144.0,8.97
145.0,8.49
146.0,8.05
147.0,7.65
148.0,7.28
149.0,6.95
150.0,6.66
151.0,6.38
152.0,6.13
153.0,5.9
154.0,5.49
155.0,5.32
156.0,5.16
157.0,5.0
158.0,4.84
159.0,4.77
160.0,5.9
161.0,17.1
162.0,22.7
163.0,71.1
164.0,109.0
165.0,131.0
166.0,180.0
167.0,280.0
168.0,317.0
169.0,374.0
170.0,427.0
171.0,476.0
172.0,521.0
173.0,599.0
174.0,632.0
175.0,664.0
176.0,694.0
177.0,721.0
178.0,746.0
179.0,769.0
180.0,790.0
181.0,825.0
182.0,840.0
183.0,855.0
184.0,868.0
185.0,880.0
186.0,891.0
187.0,901.0
188.0,909.0
189.0,918.0
190.0,925.0
191.0,932.0
192.0,944.0
193.0,949.0
194.0,954.0
195.0,959.0
196.0,963.0
197.0,966.0
198.0,970.0
199.0,973.0
200.0,977.0
201.0,979.0
202.0,982.0
203.0,984.0
204.0,985.0
205.0,987.0
206.0,989.0
207.0,990.0
208.0,991.0
209.0,992.0
210.0,993.0
211.0,995.0
212.0,996.0
213.0,997.0
214.0,997.0
215.0,998.0
216.0,998.0
217.0,999.0
218.0,999.0
219.0,1000.0
220.0,1000.0
221.0,1000.0
222.0,1000.0
223.0,1000.0
224.0,1000.0
225.0,1000.0
226.0,1000.0
227.0,1000.0
228.0,1000.0
229.0,1000.0
230.0,1000.0
231.0,1000.0
232.0,1000.0
233.0,1000.0
234.0,1000.0
235.0,1000.0
236.0,1000.0
237.0,1000.0
238.0,1000.0
239.0,1000.0
240.0,1000.0
241.0,1000.0
242.0,1000.0
243.0,1000.0
244.0,1000.0
245.0,1000.0
246.0,1000.0
247.0,1000.0
248.0,1000.0
249.0,995.0
250.0,976.0
251.0,946.0
252.0,905.0
253.0,854.0
254.0,825.0
255.0,728.0
256.0,692.0
257.0,633.0
258.0,579.0
259.0,528.0
260.0,482.0
261.0,402.0
262.0,368.0
263.0,337.0
264.0,308.0
265.0,281.0
266.0,256.0
267.0,234.0
268.0,214.0
269.0,196.0
270.0,179.0
271.0,150.0
272.0,137.0
273.0,125.0
274.0,114.0
275.0,105.0
276.0,96.2
277.0,88.1
278.0,80.6
279.0,73.8
280.0,67.6
281.0,62.0
282.0,52.4
283.0,48.1
284.0,44.2
285.0,40.6
286.0,37.3
287.0,34.3
288.0,31.7
289.0,29.3
290.0,27.0
291.0,24.9
292.0,23.0
293.0,19.8
294.0,18.4
295.0,17.1
296.0,15.9
297.0,14.8
298.0,13.8
299.0,12.9
300.0,12.1
301.0,11.3
302.0,10.2
303.0,9.67
304.0,9.13
305.0,8.63
306.0,8.18
307.0,7.76
308.0,7.39
309.0,7.06
310.0,6.47
311.0,6.21
312.0,5.97
313.0,5.75
314.0,5.55
315.0,5.38
316.0,5.13
317.0,5.02
318.0,4.92
319.0,4.83
320.0,5.76
321.0,11.0
322.0,38.5
323.0,53.2
324.0,114.0
325.0,161.0
326.0,216.0
327.0,246.0
328.0,317.0
329.0,374.0
330.0,427.0
331.0,476.0
332.0,562.0
333.0,599.0
334.0,632.0
335.0,664.0
336.0,694.0
337.0,721.0
338.0,746.0
339.0,769.0
340.0,790.0
341.0,825.0
342.0,840.0
343.0,855.0
344.0,868.0
345.0,880.0
346.0,891.0
347.0,901.0
348.0,909.0
349.0,918.0
350.0,925.0
351.0,932.0
352.0,944.0
353.0,949.0
354.0,954.0
355.0,959.0
356.0,963.0
357.0,966.0
358.0,970.0
359.0,973.0
360.0,975.0
361.0,978.0
362.0,982.0
363.0,984.0
364.0,986.0
365.0,987.0
366.0,989.0
367.0,990.0
368.0,991.0
369.0,992.0
370.0,993.0
371.0,994.0
372.0,995.0
373.0,997.0
374.0,997.0
375.0,998.0
376.0,998.0
377.0,999.0
378.0,999.0
379.0,1000.0
380.0,1000.0
381.0,1000.0
382.0,1000.0
383.0,1000.0
384.0,1000.0
385.0,1000.0
386.0,1000.0
387.0,1000.0
388.0,1000.0
389.0,1000.0
390.0,1000.0
391.0,1000.0
392.0,1000.0
393.0,1000.0
394.0,1000.0
395.0,1000.0
396.0,1000.0
397.0,1000.0
398.0,1000.0
399.0,1000.0
400.0,1000.0
401.0,1000.0
402.0,1000.0
403.0,1000.0
404.0,1000.0
405.0,1000.0
406.0,1000.0
407.0,1000.0
408.0,1000.0
409.0,1000.0
410.0,984.0
411.0,939.0
412.0,896.0
413.0,846.0
414.0,790.0
415.0,726.0
416.0,692.0
417.0,633.0
418.0,579.0
419.0,528.0
420.0,482.0
421.0,402.0
422.0,368.0
423.0,337.0
424.0,308.0
425.0,281.0
426.0,256.0
427.0,234.0
428.0,214.0
429.0,196.0
430.0,179.0
431.0,150.0
432.0,137.0
433.0,125.0
434.0,114.0
435.0,105.0
436.0,96.2
437.0,88.1
438.0,80.6
439.0,73.8
440.0,67.6
441.0,62.0
442.0,52.4
443.0,48.1
444.0,44.2
445.0,40.6
446.0,37.3
447.0,34.3
448.0,31.7
449.0,29.3
450.0,27.0
451.0,24.9
452.0,23.0
453.0,19.8
454.0,18.4
455.0,17.1
456.0,15.9
457.0,14.8
458.0,13.8
459.0,12.9
460.0,12.1
461.0,11.3
462.0,10.7
463.0,9.46
464.0,8.93
465.0,8.45
466.0,8.02
467.0,7.63
468.0,7.28
469.0,6.95
470.0,6.64
471.0,6.36
472.0,6.11
473.0,5.88
474.0,5.49
475.0,5.32
476.0,5.16
477.0,5.01
478.0,4.88
479.0,4.76
480.0,4.67
481.0,6.34
482.0,22.2
483.0,63.1
484.0,114.0
485.0,161.0
486.0,188.0
487.0,255.0
488.0,317.0
489.0,374.0
490.0,427.0
491.0,476.0
