time,V
0.0,8.880195304868556
1.0,2.9842733441479954
2.0,0.0
3.0,37.2519031094571
4.0,39.39886777271356
5.0,44.40152047840247
6.0,59.802438302066186
7.0,74.50643814553993
8.0,69.15266558639887
9.0,74.96349812268852
10.0,71.8402609464875
11.0,102.18640189602374
12.0,96.569943187503
13.0,101.95481171273518
14.0,123.72201062675674
15.0,112.3395400509546
16.0,134.1740503380053
17.0,120.04197762542368
18.0,124.23453537233055
19.0,141.5849703598241
20.0,130.2686243495305
21.0,142.28873972814472
22.0,143.17434726482438
23.0,146.6396231688553
24.0,154.79772538151573
25.0,161.64041467602803
26.0,153.19297452796826
27.0,158.73687782802372
28.0,173.9960416225619
29.0,176.68798035897217
30.0,179.39645441723476
31.0,166.48111024829475
32.0,181.60079365832954
33.0,168.54158912782196
34.0,172.6027935509255
35.0,180.80548503647043
36.0,183.4345423131445
37.0,168.36504574037662
38.0,159.17140930877557
39.0,165.6053352546445
40.0,156.9216334269767
41.0,149.98917119495786
42.0,146.24401156506144
43.0,148.82009044630135
44.0,167.6746028795358
45.0,144.0881334930658
46.0,147.67805486275117
47.0,155.16795371369926
48.0,135.6816450144743
49.0,142.22670291019182
50.0,132.95461796634902
51.0,133.68029177301983
52.0,123.20054063807345
53.0,127.33160194004947
54.0,130.45152540763064
55.0,116.08655324990292
56.0,116.19428930705631
57.0,104.85395864319567
58.0,111.13686140471594
59.0,118.45176416799674
60.0,95.67970836781089
61.0,101.93498455653038
62.0,92.90593725906581
63.0,109.20618179277245
64.0,104.61346187940829
65.0,92.1214817111922
66.0,81.48191220118869
67.0,80.12142625309832
68.0,75.67601462801676
69.0,66.01823813341304
70.0,91.37142988544522
71.0,55.78813387312234
72.0,62.99197806936793
73.0,67.41203092948638
74.0,84.55962851166652
75.0,60.33495353044745
76.0,61.894479300114824
77.0,47.256684101697736
78.0,73.506169075011
79.0,64.66470213324715
80.0,56.864469937290046
81.0,58.58202149508437
82.0,53.50924087879794
83.0,63.86826167032486
84.0,54.3497594076573
85.0,45.40740850313731
86.0,41.24898963503743
87.0,53.64017456756731
88.0,55.71922205173867
89.0,40.960629291624635
90.0,33.426674664487685
91.0,56.51960566147137
92.0,46.912778313867435
93.0,49.839749530478926
94.0,48.4880237976476
95.0,37.26489280946462
96.0,31.44575778093973
97.0,45.003399311896516
98.0,40.619020377188754
99.0,35.283945257313924
100.0,26.28129262283359
101.0,31.93040905525994
102.0,49.6374750335288
103.0,40.87405697403413
104.0,50.353535380055696
105.0,83.00051651818575
106.0,89.04278862027664
107.0,94.0715487618575
108.0,101.67419971780078
109.0,95.14185150334158
110.0,111.06761245098926
111.0,101.12400768144897
112.0,127.65130265617508
113.0,122.97284202076818
114.0,144.33843099944406
115.0,135.83854433325598
116.0,128.49350420447993
117.0,137.2183943008649
118.0,169.6849279691577
119.0,152.96806055368734
120.0,183.5153765517162
121.0,148.1077906512754
122.0,155.14711619535174
123.0,164.35987087443138
124.0,169.20262224848048
125.0,179.07308595954473
126.0,158.02674054129986
127.0,178.48594527188774
128.0,174.33465592178285
129.0,188.7080264158801
130.0,187.63467861947717
131.0,184.71458737652006
132.0,180.0368437014571
