time,V
0.0,46.901893009230406
1.0,31.937327499832396
2.0,130.06876924774997
3.0,152.2989244206853
4.0,93.0486943982147
5.0,205.58426242083453
6.0,250.88925410934286
7.0,155.75183158555336
8.0,401.5981883870879
9.0,317.7747747785848
10.0,301.7458821248479
11.0,389.3713964819276
12.0,419.1208764558722
13.0,370.2886315913958
14.0,485.23308559164724
15.0,472.86100672589987
16.0,343.339506072884
17.0,396.53663967511
18.0,393.2284694872229
19.0,414.02178463100597
20.0,453.64091028120083
21.0,461.437091195615
22.0,514.0537736881122
23.0,467.5314831823543
24.0,406.67261509295327
25.0,443.570186967343
26.0,418.65435416640867
27.0,459.37651797005395
28.0,515.3498023047332
29.0,615.2341547941239
30.0,412.81453226095596
31.0,401.27104069852567
32.0,538.778132556796
33.0,448.7120082235105
34.0,529.2865443274106
35.0,463.6647750252724
36.0,373.0737072553443
37.0,430.72309072240535
38.0,550.9604227184856
39.0,536.3762734911427
40.0,494.3528744181446
41.0,419.9444088037715
42.0,424.10320880866203
43.0,392.09881573357194
44.0,448.6404846266644
45.0,358.85183719846077
46.0,482.839194457957
47.0,435.6481817780524
48.0,421.2886304219532
49.0,424.8695469658207
50.0,396.9509380295895
51.0,299.84517756108875
52.0,365.28726524952475
53.0,351.86040782954495
54.0,278.3451319656687
55.0,347.91566964595654
56.0,282.85945144055876
57.0,256.1750548928636
58.0,277.94900266339533
59.0,235.3468036079504
60.0,229.90072625414874
61.0,329.0213094550728
62.0,266.5648736766568
63.0,174.92286453222286
64.0,185.51511113057964
65.0,243.7505052936157
66.0,276.0909274810622
67.0,250.11295332653376
68.0,101.66001417483764
69.0,111.57966320227291
70.0,188.4785555496079
71.0,101.06974352778586
72.0,132.88091459668686
73.0,10.789211480441054
74.0,28.932261967459176
75.0,112.91074724550666
76.0,98.08186533667619
77.0,197.58403887509758
78.0,35.41594592154354
79.0,68.05913639470307
80.0,161.19710117182154
81.0,0.0
82.0,0.0
83.0,98.79411699795344
84.0,21.988058909432016
85.0,23.547696936095644
86.0,0.0
87.0,84.40655029979496
88.0,88.96040674212796
89.0,23.673944674386377
90.0,38.56478940267504
91.0,48.9006815583966
92.0,10.766088716346411
93.0,0.0
94.0,0.0
95.0,0.0
96.0,0.0
97.0,0.0
98.0,0.0
99.0,7.904106306754436
100.0,59.89282406054797
101.0,103.58975245846352
102.0,0.0
103.0,44.21364521714459
104.0,118.2643681986096
105.0,198.12839011570534
106.0,132.21901757102074
107.0,152.37014912969653
108.0,269.1916541244883
109.0,318.0973565249751
110.0,322.4524495584849
111.0,343.0106087654827
112.0,418.7281291336586
113.0,401.3432416232517
114.0,447.5581024399807
115.0,478.09257324006046
116.0,398.90480253790525
117.0,443.58122119358495
118.0,324.7016183562131
119.0,440.871248186476
120.0,473.77894499593907
121.0,445.2093854864829
122.0,470.3600498410977
123.0,420.0939591870083
124.0,481.939926362969
125.0,465.04267999360536
126.0,422.55927047288486
127.0,517.3022301570394
128.0,506.33672170844426
129.0,489.1541025362512
130.0,510.08218153503793
131.0,523.7469735680578
132.0,499.3877256762209
133.0,518.930029738443
134.0,439.28991461645853
135.0,548.7302882127616
136.0,546.0133225158055
137.0,500.82836146400047
138.0,440.47027173527187
139.0,589.581311603794
140.0,453.06165910745335
141.0,473.11303293699586
142.0,519.6414713836757
143.0,495.27213249146916
144.0,442.4466228861595
145.0,420.6138491819071
146.0,387.5627342886589
147.0,443.478004358023
148.0,467.11790496707084
149.0,401.3128804662023
150.0,473.2505822013797
151.0,383.31195606642257
152.0,342.28752106027633
153.0,375.9829631116381
154.0,350.8222703133746
155.0,208.17778529974657
156.0,268.42103790478154
157.0,288.53274021376393
158.0,269.44263819821197
159.0,221.05229174526468
160.0,359.0275539156914
161.0,279.4216177419492
162.0,326.90613714215624
163.0,295.0681191877562
164.0,294.6120112185872
165.0,230.9553537684048
166.0,206.33543763228323
167.0,172.14529146238084
168.0,291.00343616159626
169.0,58.20442399910502
170.0,115.08976554273809
171.0,177.71418457621354
172.0,133.5381787390844
173.0,72.76613096275835
174.0,75.41736806213322
175.0,44.13457387219019
176.0,64.60569834918284
177.0,56.55275769778962
178.0,57.93902173363071
179.0,0.0
180.0,139.28673061961422
181.0,72.53487340965788
182.0,36.73161894306841
183.0,43.42759841201067
184.0,20.079013933033572
185.0,18.962130122836065
186.0,33.310105151336685
187.0,21.73028429458971
188.0,0.0
189.0,0.0
190.0,65.16776234306678
191.0,45.16736073381941
192.0,0.0
193.0,27.694530678181444
194.0,13.840970427883507
195.0,49.622898100850215
196.0,31.046819531828294
197.0,0.0
198.0,0.0
199.0,0.0
200.0,67.8165631004734
201.0,53.3573201146249
202.0,94.28161221071055
203.0,5.385157776326622
204.0,162.38958211969984
205.0,332.0350097220702
206.0,183.6212329156528
207.0,296.5997323083714
208.0,292.5747130785356
209.0,318.69671154527765
210.0,322.9744586399695
211.0,365.10201949523895
212.0,428.6721076212805
213.0,454.9548563123109
214.0,423.2105746770325
215.0,334.7573853112157
216.0,445.57416097018546
217.0,509.5699659442209
218.0,442.75367275304853
219.0,417.84390678591694
220.0,514.7417899533261
221.0,433.69500382083265
222.0,475.52534058799455
223.0,498.66168422730544
224.0,415.2624592647884
225.0,435.217541478317
226.0,505.62696780673707
227.0,482.8979515465445
228.0,472.1539531631889
229.0,472.3387693300615
230.0,484.5022325174156
231.0,489.5106005298931
232.0,489.5942936252748
233.0,465.77200979155157
234.0,524.1360736175516
